ADP-ID,STAND_COUNT,SITES,REPS,DISEASE SCORE 3rd JUNE,DISEASE_SCORE 9TH JUNE,DISEASE_SCORE19THJUNE,BLOCKS
ADP0288,21,2,1,1,2,5,1
ADP0025,11,2,1,1,3,5,1
ADP0663,28,2,1,2,4,5,1
ADP0047,22,2,1,1,2,5,1
ADP0205,19,2,1,1,1,1,2
ADP0648,20,2,1,1,2,3,2
ADP0084,20,2,1,1,1,5,2
ADP0052,17,2,1,1,1,5,2
ADP0739,29,2,1,1,1,1,2
ADP0554,26,2,1,1,2,1,2
ADP0059,19,2,1,1,1,1,2
ADP0520,22,2,1,1,1,1,2
ADP0012,24,2,1,2,1,5,2
ADP0383,23,2,1,1,1,5,2
ADP0005,20,2,1,1,1,1,2
ADP0070,16,2,1,1,3,5,2
ADP0099,19,2,1,1,4,5,2
ADP0536,14,2,1,1,4,5,3
ADP0471,12,2,1,1,1,1,3
ADP0213,24,2,1,1,1,5,3
ADP0098,24,2,1,1,3,5,3
ADP0106,20,2,1,1,1,2,3
ADP0560,30,2,1,1,1,3,3
ADP0030,20,2,1,1,1,1,3
ADP0006,22,2,1,1,1,4,3
ADP0037,16,2,1,1,1,3,3
ADP0013,19,2,1,1,1,3,3
ADP0651,22,2,1,1,2,4,3
ADP0719,28,2,1,1,1,1,3
ADP0510,24,2,1,1,1,5,3
ADP0717,20,2,1,1,1,5,4
ADP0038,14,2,1,1,1,5,4
ADP0102,27,2,1,1,1,5,4
ADP0303,20,2,1,1,2,5,4
ADP0540,30,2,1,1,2,1,4
ADP0465,14,2,1,1,1,5,4
ADP0551,22,2,1,1,1,1,4
ADP0528,31,2,1,1,1,5,4
ADP0518,22,2,1,1,1,5,4
ADP0537,29,2,1,1,1,1,4
ADP0117,28,2,1,1,1,2,4
ADP0462,30,2,1,1,1,3,4
ADP0584,26,2,1,1,1,2,4
ADP0224,22,2,1,1,1,5,5
ADP0546,20,2,1,1,3,5,5
ADP0561,32,2,1,1,3,2,5
ADP0019,29,2,1,1,1,2,5
ADP0035,26,2,1,1,2,4,5
ADP0207,17,2,1,2,1,4,5
ADP0276,14,2,1,1,1,2,5
ADP0015,25,2,1,1,1,2,5
ADP0089,23,2,1,1,1,2,5
ADP0166,27,2,1,1,2,2,5
loc0003,10,2,1,1,1,1,5
loc0006,28,2,1,1,1,4,5
ADP0208,24,2,1,1,1,5,5
ADP0580,26,2,1,2,1,5,6
ADP0077,20,2,1,1,1,3,6
ADP0016,25,2,1,1,1,3,6
ADP0167,28,2,1,1,1,1,6
ADP0571,29,2,1,1,1,1,6
ADP0046,28,2,1,1,1,5,6
ADP0392,25,2,1,1,1,3,6
ADP0267,24,2,1,1,2,3,6
ADP0126,13,2,1,1,2,4,6
ADP0478,17,2,1,1,1,1,6
ADP0020,17,2,1,1,1,3,6
ADP0065,23,2,1,1,1,1,6
ADP0468,30,2,1,1,1,1,6
ADP0051,17,2,1,1,1,2,7
ADP0526,29,2,1,1,1,1,7
loc0004,27,2,1,1,1,2,7
ADP0100,28,2,1,1,1,1,7
ADP0555,25,2,1,1,1,1,7
ADP0042,21,2,1,1,1,2,7
ADP0566,32,2,1,1,1,1,7
ADP0017,29,2,1,1,1,4,7
ADP0516,20,2,1,1,1,4,7
ADP0581,28,2,1,3,2,5,7
ADP0551,21,2,1,1,1,1,7
ADP0040,27,2,1,1,1,1,7
ADP0519,29,2,1,1,1,5,7
ADP0055,28,2,1,1,1,1,8
ADP0027,19,2,1,1,3,3,8
ADP0199,18,2,1,1,1,1,8
ADP0466,23,2,1,1,1,1,8
ADP0277,31,2,1,1,2,3,8
ADP0064,26,2,1,1,1,1,8
ADP0029,28,2,1,1,1,5,8
ADP0122,26,2,1,1,1,1,8
ADP0573,24,2,1,1,4,5,8
ADP0517,26,2,1,1,1,3,8
ADP0529,28,2,1,1,1,1,8
ADP0117,26,2,1,1,3,5,8
ADP0479,28,2,1,1,1,3,8
ADP0043,28,2,1,1,1,1,9
ADP0345,26,2,1,1,2,5,9
ADP0048,29,2,1,1,2,1,9
ADP0379,25,2,1,1,1,2,9
ADP0127,27,2,1,1,1,4,9
ADP0211,26,2,1,1,1,1,9
ADP0346,21,2,1,1,1,3,9
ADP0062,21,2,1,1,1,3,9
ADP0569,26,2,1,2,4,5,9
ADP0255,26,2,1,1,1,1,9
loc0001,31,2,1,1,2,5,9
loc0005,31,2,1,1,1,1,9
ADP0086,26,2,1,1,1,1,9
ADP0310,26,2,1,1,3,5,10
ADP0115,25,2,1,1,1,2,10
ADP0582,30,2,1,1,3,5,10
ADP0056,27,2,1,1,2,2,10
ADP0186,28,2,1,1,2,1,10
ADP0075,24,2,1,1,1,3,10
ADP0585,30,2,1,2,2,3,10
ADP0662,19,2,1,3,4,5,10
ADP0061,23,2,1,1,1,1,10
ADP0524,4,2,1,1,1,1,10
ADP0028,24,2,1,1,1,1,10
ADP0083,23,2,1,1,1,2,10
ADP0661,27,2,1,3,4,3,11
ADP0650,29,2,1,1,1,2,11
ADP0568,23,2,1,2,1,1,11
ADP0481,26,2,1,1,1,1,11
ADP0525,18,2,1,1,1,1,11
ADP0103,22,2,1,1,1,1,11
ADP0587,30,2,1,2,1,2,11
ADP0022,23,2,1,1,1,1,11
ADP0078,25,2,1,1,1,1,11
loc0002,28,2,1,1,1,1,11
ADP0121,30,2,1,1,1,1,11
ADP0168,27,2,1,1,3,5,11
ADP0272,28,2,1,3,1,2,11
ADP0045,22,2,1,1,1,2,12
ADP0009,9,2,1,1,1,2,12
ADP0031,25,2,1,1,3,4,12
ADP0543,23,2,1,1,1,1,12
ADP0090,30,2,1,1,1,4,12
ADP0353,26,2,1,1,3,4,12
ADP0472,27,2,1,2,1,1,12
ADP0659,25,2,1,1,1,1,12
ADP0008,29,2,1,1,1,3,12
ADP0011,25,2,1,3,1,4,12
ADP0570,30,2,1,1,1,5,12
ADP0461,23,2,1,2,1,5,12
ADP0188,24,2,1,1,4,3,13
ADP0395,17,2,1,1,1,2,13
ADP0523,27,2,1,1,1,1,13
ADP0475,26,2,1,1,1,2,13
ADP0508,16,2,1,1,1,1,13
ADP0053,30,2,1,1,2,4,13
ADP0531,25,2,1,1,2,5,13
ADP0563,31,2,1,1,2,4,13
ADP0354,24,2,1,1,1,5,13
ADP0018,23,2,1,1,1,5,13
ADP0214,30,2,1,1,1,4,13
ADP0014,13,2,1,1,1,1,13
ADP0729,13,2,1,1,1,1,13
ADP0049,25,2,1,2,4,5,14
ADP0021,12,2,1,1,1,5,14
ADP0112,28,2,1,1,1,1,14
ADP0054,28,2,1,1,3,3,14
ADP0467,29,2,1,1,1,1,14
ADP0413,30,2,1,1,1,1,14
ADP0532,31,2,1,1,2,5,14
ADP0459,30,2,1,1,1,3,14
ADP0530,30,2,1,1,2,3,14
ADP0111,26,2,1,1,1,5,14
ADP0105,30,2,1,1,2,3,14
ADP0096,28,2,1,1,1,3,14
ADP0053,25,2,2,2,4,5,1
ADP0568,15,2,2,2,3,1,1
ADP0571,21,2,2,2,3,1,1
ADP0518,10,2,2,1,3,3,1
ADP0528,24,2,2,2,3,5,1
ADP0009,8,2,2,1,3,5,1
ADP0038,18,2,2,2,3,5,1
ADP0045,21,2,2,3,3,5,1
ADP0582,22,2,2,3,3,5,1
ADP0035,14,2,2,1,2,5,1
ADP0014,18,2,2,2,2,5,1
ADP0188,22,2,2,2,1,5,1
ADP0205,18,2,2,2,2,5,2
ADP0566,23,2,2,1,1,2,2
ADP0100,14,2,2,2,3,4,2
ADP0520,10,2,2,1,3,4,2
ADP0061,13,2,2,2,3,5,2
ADP0013,16,2,2,2,2,2,2
ADP0543,14,2,2,1,3,5,2
loc0004,24,2,2,2,2,5,2
ADP0090,7,2,2,2,2,5,2
ADP0019,14,2,2,2,4,3,2
ADP0207,8,2,2,2,4,0,2
ADP0729,13,2,2,2,3,1,2
ADP0042,11,2,2,2,2,5,3
ADP0555,19,2,2,1,1,1,3
ADP0461,19,2,2,1,4,5,3
ADP0524,2,2,2,2,2,5,3
ADP0537,4,2,2,1,1,1,3
loc0005,26,2,2,2,3,5,3
loc0001,22,2,2,2,3,5,3
ADP0008,19,2,2,1,3,3,3
ADP0011,21,2,2,2,4,5,3
ADP0561,24,2,2,2,4,3,3
ADP0531,23,2,2,1,3,1,3
ADP0530,26,2,2,2,3,3,3
ADP0272,18,2,2,2,2,5,4
ADP0570,16,2,2,2,4,5,4
ADP0065,16,2,2,2,3,5,4
ADP0121,16,2,2,2,2,5,4
ADP0083,12,2,2,1,1,1,4
ADP0551,9,2,2,2,1,1,4
ADP0481,14,2,2,2,1,3,4
ADP0519,18,2,2,3,4,5,4
ADP0117,19,2,2,2,4,5,4
ADP0466,21,2,2,2,3,2,4
ADP0111,13,2,2,1,2,2,4
ADP0214,14,2,2,1,1,1,4
ADP0354,7,2,2,2,1,0,5
ADP0047,10,2,2,2,2,5,5
ADP0413,8,2,2,2,4,3,5
ADP0345,17,2,2,2,3,5,5
ADP0006,8,2,2,2,3,5,5
ADP0516,4,2,2,2,4,5,5
ADP0573,10,2,2,2,4,5,5
ADP0122,14,2,2,2,2,5,5
ADP0517,15,2,2,1,1,5,5
ADP0211,15,2,2,1,1,1,5
ADP0021,5,2,2,2,2,2,5
ADP0459,18,2,2,2,1,5,5
ADP0522,11,2,2,1,1,2,6
ADP0636,13,2,2,2,3,0,6
ADP0031,11,2,2,2,2,5,6
ADP0168,14,2,2,2,4,5,6
ADP0107,15,2,2,2,3,5,6
ADP0478,5,2,2,2,3,5,6
ADP0379,9,2,2,1,3,5,6
ADP0392,12,2,2,2,5,5,6
ADP0303,16,2,2,2,4,5,6
ADP0277,15,2,2,2,4,5,6
ADP0018,8,2,2,2,1,0,6
ADP0112,11,2,2,1,2,2,6
ADP0288,21,2,2,2,4,5,7
loc0002,24,2,2,2,2,4,7
ADP0070,19,2,2,2,3,4,7
ADP0017,25,2,2,2,4,2,7
ADP0479,18,2,2,2,1,5,7
ADP0276,10,2,2,1,3,3,7
ADP0049,18,2,2,2,3,5,7
ADP0028,19,2,2,1,1,1,7
ADP0523,19,2,2,2,3,0,7
ADP0105,20,2,2,2,1,2,7
ADP0719,13,2,2,1,1,1,8
ADP0532,19,2,2,2,2,5,8
ADP0563,21,2,2,2,4,5,8
ADP0037,8,2,2,2,2,5,8
ADP0059,14,2,2,2,2,5,8
ADP0267,14,2,2,2,3,3,8
ADP0126,8,2,2,1,1,3,8
ADP0255,12,2,2,1,2,5,8
ADP0167,13,2,2,2,1,3,8
ADP0310,22,2,2,2,3,5,8
ADP0475,18,2,2,2,2,5,8
ADP0166,26,2,2,2,1,2,9
ADP0118,27,2,2,2,4,5,9
ADP0041,19,2,2,2,2,5,9
ADP0554,20,2,2,2,1,2,9
ADP0022,21,2,2,1,2,2,9
ADP0046,25,2,2,1,3,5,9
ADP0075,24,2,2,2,2,2,9
ADP0027,23,2,2,2,3,1,9
ADP0508,11,2,2,1,3,3,9
ADP0077,20,2,2,2,3,5,9
ADP0662,14,2,2,2,3,5,9
ADP0462,21,2,2,1,4,2,10
ADP0661,12,2,2,2,4,0,10
ADP0650,23,2,2,2,1,2,10
ADP0199,11,2,2,1,1,5,10
ADP0064,17,2,2,2,2,5,10
loc0006,22,2,2,1,3,3,10
ADP0468,23,2,2,3,2,3,10
ADP0585,24,2,2,3,4,5,10
ADP0055,24,2,2,3,3,3,10
ADP0526,24,2,2,3,1,1,10
ADP0051,11,2,2,1,1,2,10
ADP0084,12,2,2,2,2,3,10
ADP0005,20,2,2,1,1,1,11
ADP0012,20,2,2,2,2,2,11
ADP0383,21,2,2,2,3,5,11
ADP0580,19,2,2,2,4,5,11
loc0003,12,2,2,1,1,3,11
ADP0529,27,2,2,1,1,3,11
ADP0569,30,2,2,3,4,5,11
ADP0247,25,2,2,3,4,5,11
ADP0551,23,2,2,1,1,1,11
ADP0043,30,2,2,2,3,3,11
ADP0048,22,2,2,1,1,1,11
ADP0648,22,2,2,2,3,2,11
ADP0054,20,2,2,2,4,5,12
ADP0395,16,2,2,2,3,5,12
ADP0739,22,2,2,1,1,1,12
ADP0717,24,2,2,2,1,1,12
ADP0471,22,2,2,1,1,2,12
ADP0015,22,2,2,3,4,5,12
ADP0089,19,2,2,1,1,3,12
ADP0472,21,2,2,1,1,3,12
ADP0030,19,2,2,1,1,1,12
ADP0659,17,2,2,2,3,3,12
ADP0562,25,2,2,3,3,3,12
ADP0106,8,2,2,1,2,1,12
ADP0467,28,2,2,2,4,0,13
ADP0102,21,2,2,2,3,5,13
ADP0115,20,2,2,2,4,5,13
ADP0029,13,2,2,1,4,5,13
ADP0208,20,2,2,3,4,5,13
ADP0078,15,2,2,1,3,5,13
ADP0654,26,2,2,1,2,2,13
ADP0539,22,2,2,3,3,4,13
ADP0540,30,2,2,1,1,1,13
ADP0510,20,2,2,2,3,3,13
ADP0353,17,2,2,1,2,2,13
ADP0651,21,2,2,3,4,5,14
ADP0560,27,2,2,2,4,5,14
ADP0546,24,2,2,3,4,5,14
ADP0016,30,2,2,2,3,3,14
ADP0052,16,2,2,1,2,1,14
ADP0213,30,2,2,2,3,5,14
ADP0587,21,2,2,2,4,5,14
ADP0103,11,2,2,1,2,5,14
ADP0062,24,2,2,2,3,5,14
ADP0224,18,2,2,2,3,5,14
ADP0086,24,2,2,2,2,2,14
ADP0465,24,2,2,1,1,3,15
ADP0040,23,2,2,1,2,3,15
ADP0536,21,2,2,3,3,5,15
ADP0581,29,2,2,2,2,5,15
ADP0099,21,2,2,1,3,5,15
ADP0584,29,2,2,3,4,5,15
ADP0186,21,2,2,2,4,5,15
ADP0056,17,2,2,1,2,4,15
ADP0525,17,2,2,2,3,2,15
ADP0127,22,2,2,1,4,5,15
ADP0346,25,2,2,1,2,1,15
ADP0098,22,2,2,2,4,3,15
ADP0581,28,2,3,1,1,5,1
ADP0277,32,2,3,1,4,5,1
ADP0103,22,2,3,1,3,4,1
ADP0717,28,2,3,1,1,2,1
ADP0041,19,2,3,1,1,4,1
ADP0471,28,2,3,1,1,2,1
ADP0075,26,2,3,1,1,5,1
ADP0508,13,2,3,1,1,2,1
ADP0043,24,2,3,1,3,5,1
ADP0569,29,2,3,1,1,5,1
ADP0084,22,2,3,1,1,2,1
ADP0522,31,2,3,1,1,5,1
ADP0016,28,2,3,1,1,2,2
ADP0009,12,2,3,1,1,1,2
ADP0528,29,2,3,1,1,1,2
ADP0099,18,2,3,1,1,4,2
ADP0166,25,2,3,1,1,3,2
ADP0651,25,2,3,1,1,1,2
ADP0027,22,2,3,1,2,3,2
ADP0516,18,2,3,1,2,1,2
ADP0551,23,2,3,1,4,1,2
ADP0078,18,2,3,1,2,5,2
loc0002,27,2,3,1,1,2,2
ADP0568,14,2,3,1,1,1,3
ADP0571,27,2,3,1,1,1,3
ADP0053,26,2,3,1,1,5,3
ADP0560,26,2,3,1,1,5,3
ADP0468,28,2,3,1,1,5,3
ADP0086,28,2,3,1,1,2,3
ADP0046,28,2,3,1,3,5,3
ADP0648,20,2,3,1,2,1,3
ADP0102,27,2,3,1,2,3,3
ADP0008,25,2,3,1,1,1,3
ADP0025,12,2,3,1,1,1,3
ADP0729,14,2,3,1,1,1,4
ADP0018,16,2,3,1,1,3,4
ADP0014,20,2,3,1,1,1,4
ADP0582,26,2,3,1,2,5,4
ADP0739,25,2,3,1,1,1,4
ADP0546,28,2,3,1,1,5,4
ADP0224,22,2,3,2,2,5,4
ADP0077,21,2,3,1,3,5,4
ADP0573,21,2,3,1,1,5,4
ADP0354,23,2,3,1,1,2,4
loc0005,30,2,3,1,1,2,4
ADP0055,25,2,3,2,1,5,4
ADP0035,29,2,3,1,2,1,5
ADP0045,25,2,3,1,1,1,5
ADP0038,21,2,3,1,1,2,5
ADP0054,26,2,3,1,1,2,5
ADP0395,17,2,3,1,1,1,5
ADP0106,14,2,3,2,2,1,5
ADP0022,21,2,3,1,1,1,5
ADP0517,26,2,3,1,1,3,5
ADP0661,25,2,3,1,3,5,5
ADP0654,24,2,3,1,1,3,5
ADP0011,22,2,3,1,1,1,5
ADP0663,23,2,3,1,4,5,5
ADP0208,26,2,3,1,2,2,6
ADP0584,30,2,3,1,3,4,6
ADP0518,16,2,3,1,1,1,6
ADP0037,21,2,3,2,1,2,6
ADP0013,26,2,3,1,1,1,6
ADP0062,32,2,3,1,3,5,6
ADP0107,32,2,3,2,2,3,6
ADP0126,25,2,3,1,1,5,6
ADP0531,30,2,3,2,1,4,6
ADP0539,24,2,3,1,3,2,6
ADP0526,32,2,3,1,1,2,6
ADP0650,30,2,3,1,1,2,6
ADP0056,19,2,3,1,1,1,7
ADP0525,5,2,3,1,1,2,7
ADP0127,21,2,3,1,1,3,7
ADP0005,17,2,3,1,1,1,7
ADP0012,17,2,3,1,1,1,7
ADP0587,16,2,3,1,2,5,7
ADP0255,11,2,3,1,1,5,7
ADP0047,13,2,3,1,1,4,7
ADP0070,13,2,3,1,2,2,7
ADP0042,16,2,3,1,1,1,7
ADP0199,10,2,3,2,2,3,7
ADP0563,19,2,3,2,3,5,7
ADP0536,14,2,3,1,1,1,8
ADP0051,22,2,3,1,2,1,8
ADP0015,25,2,3,1,2,1,8
ADP0059,22,2,3,1,1,1,8
ADP0554,28,2,3,1,1,1,8
ADP0383,19,2,3,1,1,4,8
ADP0167,28,2,3,1,1,2,8
ADP0345,25,2,3,1,1,2,8
loc0001,26,2,3,1,2,2,8
ADP0353,26,2,3,2,2,3,8
ADP0276,12,2,3,1,2,4,8
ADP0186,18,2,3,1,1,2,9
ADP0188,20,2,3,1,1,2,9
loc0003,12,2,3,1,1,2,9
ADP0020,7,2,3,1,1,1,9
ADP0118,27,2,3,3,1,1,9
loc0006,32,2,3,2,2,4,9
ADP0267,25,2,3,1,1,1,9
ADP0122,29,2,3,1,3,5,9
ADP0168,27,2,3,1,2,5,9
ADP0105,25,2,3,1,3,5,9
ADP0064,19,2,3,1,3,1,9
ADP0719,30,2,3,1,1,1,9
ADP0465,12,2,3,1,1,4,10
ADP0247,12,2,3,1,1,2,10
ADP0272,23,2,3,1,1,2,10
ADP0570,21,2,3,1,1,1,10
ADP0529,26,2,3,1,1,1,10
ADP0580,16,2,3,1,1,5,10
ADP0310,22,2,3,2,4,5,10
ADP0561,25,2,3,2,1,2,10
ADP0017,24,2,3,1,3,5,10
ADP0585,23,2,3,1,3,3,10
ADP0049,20,2,3,1,2,5,10
ADP0207,15,2,3,1,3,1,11
ADP0061,24,2,3,1,1,1,11
ADP0065,18,2,3,1,2,1,11
ADP0083,19,2,3,1,1,1,11
ADP0562,30,2,3,1,2,5,11
ADP0030,11,2,3,1,1,2,11
ADP0379,17,2,3,1,3,5,11
ADP0555,21,2,3,1,1,3,11
ADP0537,8,2,3,1,1,1,11
ADP0540,31,2,3,1,1,1,11
ADP0532,30,2,3,1,1,1,11
ADP0029,29,2,3,1,3,5,12
ADP0019,21,2,3,1,1,1,12
ADP0519,30,2,3,2,1,1,12
ADP0481,21,2,3,1,1,3,12
loc0004,31,2,3,1,1,3,12
ADP0543,17,2,3,1,1,2,12
ADP0472,19,2,3,1,2,3,12
ADP0111,17,2,3,1,1,3,12
ADP0461,19,2,3,1,3,5,12
ADP0510,20,2,3,1,4,5,12
ADP0303,26,2,3,1,4,5,12
ADP0028,25,2,3,1,1,2,13
ADP0090,21,2,3,1,1,3,13
ADP0530,28,2,3,1,1,1,13
ADP0466,26,2,3,1,1,1,13
ADP0520,18,2,3,1,3,3,13
ADP0214,27,2,3,1,1,1,13
ADP0478,13,2,3,1,1,3,13
ADP0413,27,2,3,2,4,5,13
ADP0021,14,2,3,1,1,3,13
ADP0462,27,2,3,1,4,5,13
ADP0524,2,2,3,1,3,0,13
ADP0031,29,2,3,1,4,5,13
ADP0040,29,2,3,1,2,2,14
ADP0475,24,2,3,1,3,4,14
ADP0098,32,2,3,1,4,5,14
ADP0213,32,2,3,1,2,4,14
ADP0052,22,2,3,1,2,2,14
ADP0100,32,2,3,1,3,2,14
ADP0459,29,2,3,1,3,5,14
ADP0523,27,2,3,1,3,5,14
ADP0006,26,2,3,2,3,5,14
ADP0211,28,2,3,1,1,1,14
ADP0048,17,2,3,1,1,1,14
ADP0392,16,2,3,1,2,3,14
ADP0096,20,2,3,2,2,3,15
ADP0205,25,2,3,1,1,1,15
ADP0346,21,2,3,1,1,1,15
ADP0566,27,2,3,1,1,1,15
ADP0117,20,2,3,1,4,2,15
ADP0089,18,2,3,1,1,2,15
ADP0112,20,2,3,2,3,2,15
ADP0288,19,2,3,1,4,5,15
ADP0479,18,2,3,1,3,1,15
ADP0115,15,2,3,1,4,4,15
ADP0467,19,2,3,1,1,4,15
ADP0636,17,2,3,2,1,1,15
